query,name,place_id,full_address,country,city,site,type,description,category,subtypes,rating,reviews,reviews_link,photo,range,email_1,email_2,email_3,instagram,website_title,website_description
"Boutique Hotels, Guatemala",Amatique Bay Hotel,ChIJORZ2eKbZZo8RW2qqC7mi444,"PCX9+6Q, 14 Calle Final, Finca Pichilingo, Puerto Barrios",Guatemala,Puerto Barrios,http://www.amatiquebay.net/,Hotel,"Low-key quarters in a humble tropical hotel with a grocery store, adventure tours (fee) & dining.",hotels,"Hotel, Restaurant",4.5,1885,"https://search.google.com/local/reviews?placeid=ChIJORZ2eKbZZo8RW2qqC7mi444&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipNApJsbS9I-OA3y2L5S-DR-TZg0Brw4W0zcSbxC=w800-h500-k-no,4 stars,redessociales@amatiquebay.net,marinaservices@amatiquebay.net,,,HOME | AMATIQUE,
"Boutique Hotels, Guatemala",ANZAN ATITLÁN + ANZAN TABLE | CASA ROSADA,ChIJN-LhhvS0joUR7OO_7ZR2SeM,"Between San Marcos and Tzununa, San Marcos La Laguna 07010",Guatemala,San Marcos La Laguna,https://anzanatitlan.org/,Hotel,,hotels,"Hotel, Bed & breakfast, Non-profit organization, Restaurant, Retreat center",4.7,125,"https://search.google.com/local/reviews?placeid=ChIJN-LhhvS0joUR7OO_7ZR2SeM&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMYCHb_Bz9ReWYfT0zQycU_UD8hVCXqE87MCE7v=w800-h500-k-no,,info@anzanatitlan.org,,,http://instagram.com/anzanatitlan,"Anzan Atitlán | Boutique Hotel, Restaurant & Spa | Lake Atitlán, Guatemala","Explore Lake Atitlán in Guatemala. Luxury Boutique Hotel, Restaurant, and Spa. Book rooms and experiences with Anzan Atitlán."
"Boutique Hotels, Guatemala",Atitlan Hotel,ChIJt5swz4GhiYURiuvdOWyWCvE,"C. de Finca San Buena Aventura, Panajachel",Guatemala,Panajachel,https://www.hotelatitlan.com/,Hotel,"Refined property on a former coffee plantation offering botanical gardens, dining & lake views.",hotels,Hotel,4.6,1086,"https://search.google.com/local/reviews?placeid=ChIJt5swz4GhiYURiuvdOWyWCvE&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipOq81wDKf7kWeX8SepZY79K-rUxCKyC4I9HwEM3=w800-h500-k-no,4 stars,reservaciones@hotelatitlan.com,,,https://www.instagram.com/hotel_atitlan,Hotel Atitlan - Hotel in Panajachel Guatemala,"Our property is located only minutes from Panajachel, Guatemala and features amazing amenities and services. Learn more about Hotel Atitlan."
"Boutique Hotels, Guatemala",Azura Hotel Boutique,ChIJCRA4otCjiYURdQ640BK8ZCM,"FJ9M+J9, 3 calle 8-42C, Cobán 16001",Guatemala,Cobán,,Hotel,,hotels,Hotel,4.2,13,"https://search.google.com/local/reviews?placeid=ChIJCRA4otCjiYURdQ640BK8ZCM&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipPDYIgwMZL8kpS7AbfoPT47pvKKFsImLvUWkNEF=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Bärehuus Hotel Boutique,ChIJrW-cGU4PiYURu4WUG6lYg0U,"5a Calle Oriente 20, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,http://www.baerehuus.com/,Hotel,,hotels,Hotel,5.0,8,"https://search.google.com/local/reviews?placeid=ChIJrW-cGU4PiYURu4WUG6lYg0U&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMFTa_eVVtxAi_Eb1IBXHF9s-cPUZwtffl5aTvk=w800-h500-k-no,,baerehuuss@gmail.com,,,,Bed and breakfast | Bärehuus | Antigua Guatemala,Fancy a getaway? Bärehuus Bed and Breakfast is a charming establishment that prioritises your comfort and satisfaction.
"Boutique Hotels, Guatemala",Bärehuus Hotel Boutique,ChIJrW-cGU4PiYURu4WUG6lYg0U,"5a Calle Oriente 20, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,http://www.baerehuus.com/,Hotel,,hotels,Hotel,5.0,8,"https://search.google.com/local/reviews?placeid=ChIJrW-cGU4PiYURu4WUG6lYg0U&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMFTa_eVVtxAi_Eb1IBXHF9s-cPUZwtffl5aTvk=w800-h500-k-no,,baerehuuss@gmail.com,,,,Bed and breakfast | Bärehuus | Antigua Guatemala,Fancy a getaway? Bärehuus Bed and Breakfast is a charming establishment that prioritises your comfort and satisfaction.
"Boutique Hotels, Guatemala",Bed and breakfast Atitlan,ChIJC2wxR8m1joURhi7nbrkmngY,"MPVG+WF4, Dock Panajachel, San Pedro La Laguna 00018",Guatemala,San Pedro La Laguna,,Bed & breakfast,,Bed & Breakfast,Bed & breakfast,4.8,16,"https://search.google.com/local/reviews?placeid=ChIJC2wxR8m1joURhi7nbrkmngY&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipNo-E0B9wRXs_JIXG1aauSOXVda_fftBlIMDYxE=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Bedrooms where Charlie,ChIJnfXzSmbJiIURzaBlbXYF09Q,"Buena Vista, Caserio el milagro de Dios El Paredón, 05021",Guatemala,GT,https://hotels.cloudbeds.com/reservation/isQGzf#checkin=2023-01-16,Hotel,,hotels,Hotel,4.8,41,"https://search.google.com/local/reviews?placeid=ChIJnfXzSmbJiIURzaBlbXYF09Q&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMmbaLMfqRruJJFScfPAA8eBjSbfOv5nrjaJyYv=w800-h500-k-no,,info@parkhotel-theater.de,info@santafemotel.com,support@dyermgmt.com,,"Sundown Motel - Stanford, United States of America - Best Price Guarantee",Login to your Cloudbeds account. Enter your credentials to access your cloud-based system and manage your lodging business from anywhere in the world.
"Boutique Hotels, Guatemala",Bolontiku Hotel Boutique,ChIJc1gA9keMX48R5IT1QFoAVOA,"Punta de Piedra Nitum, San Andrés 17004",Guatemala,San Andrés,https://bolontikuhotel.com/,Hotel,Relaxed suites in a hotel on Lake Petén Itzá offering an outdoor pool & a restaurant with a terrace.,hotels,Hotel,4.7,344,"https://search.google.com/local/reviews?placeid=ChIJc1gA9keMX48R5IT1QFoAVOA&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WLf9mczcdS2a2uEtTktneV62Jyw5mxIPgnKB1ZA8y4GW7p4IwDoswSd8fgsk-oTlWpAEQJGjriIwOcaK1imL1iMQSAYCxLlpzLepmPH8QwCWo0_bcRgpbjo00a5m4x3JyzgjkqIn2cGn06FedIxyQx3lfWGaZTC0V39xafO391Qg3vJbYdgcwu3=w800-h500-k-no,5 stars,info@bolontikuhotel.com,,,https://www.instagram.com/hotel_bolontiku,Bolontiku Boutique Hotel in Peten - Bolontiku Boutique Hotel,
"Boutique Hotels, Guatemala",Cacao Boutique Hotel,ChIJo93IRncOiYURtxc0RGl-0M8,Antigua Guatemala 00301,Guatemala,Antigua Guatemala,http://cacaohotelantigua.com/,Hotel,"Premium, uniquely decorated rooms with Wi-Fi and flat-screen TVs in a refined boutique hotel.",hotels,"Hotel, Bed & breakfast",4.7,157,"https://search.google.com/local/reviews?placeid=ChIJo93IRncOiYURtxc0RGl-0M8&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipNeWtIXlYtyH1R7pAi2mOXFQjDEJcW6caT5G8S-=w800-h500-k-no,3 stars,cacaohotelantigua@gmail.com,20cacaohotelantigua@gmail.com,20amayasalonstaff@gmail.com,https://www.instagram.com/cacaohotelantigua,Home,Home
"Boutique Hotels, Guatemala",Café del Sol,ChIJH6nkGqJniIURZ1b15Az2DQc,"Calle del Cemetario, Calle Principal, Monterrico",Guatemala,Monterrico,http://cafe-del-sol.com/,Hotel,"Bright rooms in a laid-back hotel offering beachfront dining, plus an outdoor pool & a bar.",hotels,Hotel,4.2,701,"https://search.google.com/local/reviews?placeid=ChIJH6nkGqJniIURZ1b15Az2DQc&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipP9tPI1kRsecdYvgXsg3OZPD4cifIM-SLa6uhxf=w800-h500-k-no,3 stars,recepcioncafedelsol@gmail.com,,,,Café del Sol – Hotel & Beach Restaurant,
"Boutique Hotels, Guatemala",Camino Real Antigua Guatemala,ChIJO7T50m0OiYURk3MgC5Dw20s,"7a Calle Poniente 33b Antigua, Guatemala 03001",Guatemala,Guatemala,http://www.caminorealantigua.com.gt/,Hotel,"Refined colonial-style lodging offering a spa, an elegant restaurant & a hot tub, plus a snug bar.",hotels,Hotel,4.7,2077,"https://search.google.com/local/reviews?placeid=ChIJO7T50m0OiYURk3MgC5Dw20s&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WKDKUan1NPa2HIWZK32zBO3prTL21eFeQVA2_FMdx5ksJgrJQHBDuIgIr_i4FthJSM4EnjVcDouWq8Z4bYja0TkDRQ_WyVlROrpZbTBAYRVOBjv3TlQ05Q3lso3AfJGU-fZTbUsXZG1_mkEh9f9TIZBj_iGkgOLKO8-gLRrJywAPnRc8FlBAvAmdQ=w800-h500-k-no,5 stars,bodas@caminorealantigua.com.gt,abel_murga@caminorealantigua.com.gt,reservaciones@caminoreal.com.gt,https://www.instagram.com/caminorealantigua,Hotel Camino Real Antigua - Camino Real Antigua,
"Boutique Hotels, Guatemala",Casa Carolina,ChIJQWGrDJ8LiYUR0HSl5Z-EqhY,"kilometro 29 San Lucas Sacatepequez Vivero el Paraiso 750 mts Hacienda Santo Domingo, San Lucas Sacatepéquez Guatemala 03008",Guatemala,San Lucas Sacatepéquez Guatemala,,Hotel,,hotels,Hotel,4.7,21,"https://search.google.com/local/reviews?placeid=ChIJQWGrDJ8LiYUR0HSl5Z-EqhY&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipOpPWDiNJ52ROjSDIwWkPjLWaEllLq0DHhOkDGI=w800-h500-k-no,2 stars,,,,,,
"Boutique Hotels, Guatemala",Casa De La Iguana,ChIJG8WRJQArZ48RjJbwdAef7ZU,"R69W+WXG Calle Marcos Sanchez Diaz, Lívingston",Guatemala,Livingston,https://www.facebook.com/hotelcasadelaigua/,Hotel,"Casual dormitories, rooms & bungalows in a bustling hostel featuring dining options.",hotels,"Hotel, Hostel",4.2,233,"https://search.google.com/local/reviews?placeid=ChIJG8WRJQArZ48RjJbwdAef7ZU&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipO7UYiF8HeOAuCrCXu-XLKYFUTBZdUy_gIOCORw=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Casa Doña Mercedes,ChIJoeG_dla9joURaDW2ImYqpYo,"6a Calle 13-42, Quezaltenango 09001",Guatemala,Quetzaltenango,https://casa-dona-mercedes.negocio.site/?utm_source=gmb,Hotel,,hotels,Hotel,4.4,63,"https://search.google.com/local/reviews?placeid=ChIJoeG_dla9joURaDW2ImYqpYo&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WKRJQy4Y87gZCLn5rlluUx6NG19SvaHxiNrrjcDhhkqv4XG7Pyafe4iQ9O65Dui7bfeQstJ3o4v5X75PSDBcA_9YJyTlDFsysuer_kxPAR32an784YbjcoDtanPjPdYvpvV3Hkj9qyKyAqEsh8wCnFDtCQxNBvlKSTK-JR0WVrPl35g7mrN8yA=w800-h500-k-no,3 stars,,,,,Casa Doña Mercedes - Hotel en Quezaltenango,
"Boutique Hotels, Guatemala",CASA EL CALVARIO,ChIJ7x55SGwOiYURj8L-z_7Sd8A,"2a. Avenida Sur Casa # 59-C Antigua, Guatemala 03001",Guatemala,Guatemala,https://hotel-casa-el-calvario.negocio.site/,Bed & breakfast,,Bed & Breakfast,Bed & breakfast,3.9,118,"https://search.google.com/local/reviews?placeid=ChIJ7x55SGwOiYURj8L-z_7Sd8A&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMyvbMI4zb--7ShiftLc8YBf-YK6sTkNXlcCPZJ=w800-h500-k-no,,,,,,HOTEL CASA EL CALVARIO -  Hotel Bed & Breakfast en Antigua Guatemala,
"Boutique Hotels, Guatemala",Casa El Conquistador,ChIJgwszVj8PiYURkJlbXQeCwAY,"Casa 22B Residenciales Plazuela del Conquistador San Bartolomé de Becerra Antigua Guatemala, Sacatepéquez Antigua, Guatemala 03001",Guatemala,Guatemala,http://www.casaelconquistador.com/,Hotel,,hotels,Hotel,4.0,41,"https://search.google.com/local/reviews?placeid=ChIJgwszVj8PiYURkJlbXQeCwAY&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipOY0Pf2GcA0JIZDiC8y70GTuXlUUcybtufp7nWO=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Casa ELA,ChIJV7Gxo-QPiYUR9E5A9ZM0cik,"1a Avenida Nte Candelaria 34, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,https://linktr.ee/casaelaantigua,Bed & breakfast,,Bed & breakfast,Bed & breakfast,5.0,35,"https://search.google.com/local/reviews?placeid=ChIJV7Gxo-QPiYUR9E5A9ZM0cik&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMkRApV9j4wqzvM9UKZei6BH1rN8Yg_cKvm_8Cl=w800-h500-k-no,,alex@linktr.ee,support@linktr.ee,press@linktr.ee,https://www.instagram.com/josepherringleader,Comedy Karaoke Game Show Trivia seven nights a week 305-942-8267 MiamiSings.com #MIamiSings #RingleaderKaraoke www.MiamiSings.com Comedy Karaoke Gameshows Live Music 305 942 8267 #BestShowsInMiami #BestKaraoke | Linktree,Comedy Karaoke Game Show Trivia seven nights a week 305-942-8267 MiamiSings.com #MIamiSings #RingleaderKaraoke www.MiamiSings.com Comedy Karaoke Gameshows Live Music 305 942 8267 #BestShowsInMiami #BestKaraoke
"Boutique Hotels, Guatemala",Casa ELA,ChIJV7Gxo-QPiYUR9E5A9ZM0cik,"1a Avenida Nte Candelaria 34, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,https://linktr.ee/casaelaantigua,Bed & breakfast,,Bed & breakfast,Bed & breakfast,5.0,35,"https://search.google.com/local/reviews?placeid=ChIJV7Gxo-QPiYUR9E5A9ZM0cik&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipMkRApV9j4wqzvM9UKZei6BH1rN8Yg_cKvm_8Cl=w800-h500-k-no,,alex@linktr.ee,support@linktr.ee,press@linktr.ee,https://www.instagram.com/josepherringleader,Comedy Karaoke Game Show Trivia seven nights a week 305-942-8267 MiamiSings.com #MIamiSings #RingleaderKaraoke www.MiamiSings.com Comedy Karaoke Gameshows Live Music 305 942 8267 #BestShowsInMiami #BestKaraoke | Linktree,Comedy Karaoke Game Show Trivia seven nights a week 305-942-8267 MiamiSings.com #MIamiSings #RingleaderKaraoke www.MiamiSings.com Comedy Karaoke Gameshows Live Music 305 942 8267 #BestShowsInMiami #BestKaraoke
"Boutique Hotels, Guatemala",Casa Encantada,ChIJEZgorRIOiYURUZwEDP3MZT0,"9a Calle Pte. 1, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,http://www.casaencantada-antigua.com/,Hotel,"Bright, Colonial-style hotel offering an outdoor pool, breakfast & a rooftop terrace/bar.",hotels,"Hotel, Wedding venue",4.7,198,"https://search.google.com/local/reviews?placeid=ChIJEZgorRIOiYURUZwEDP3MZT0&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WJRGW3n3f2Pn-7EVRJjcJZHN2XxsH6ZqUYwOVVEdR_p4u1OEK6iULh1l1p9NWu1Ba5D8lLLlkqyQmd855WsILozXjQ-vNIOqYm3NDs5-ImXA3IyzOPJRmO5u1XVxm8MUnjroBGe4OeDfp8NZTI7kJR2Cfp0Xrxk34EI8iJVbe2oOmEE3THFApVP1A=w800-h500-k-no,4 stars,casaencantadainfo@gmail.com,,,https://www.instagram.com/casaencantada.antigua,Hotel Casa Encantada - Hotel Boutique Antigua Guatemala,"Experience a vacation like no other at Hotel Casa Encantada, the boutique hotel destination conveniently located in Antigua, Guatemala."
"Boutique Hotels, Guatemala",Casa Encantada,ChIJEZgorRIOiYURUZwEDP3MZT0,"9a Calle Pte. 1, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,http://www.casaencantada-antigua.com/,Hotel,"Bright, Colonial-style hotel offering an outdoor pool, breakfast & a rooftop terrace/bar.",hotels,"Hotel, Wedding venue",4.7,198,"https://search.google.com/local/reviews?placeid=ChIJEZgorRIOiYURUZwEDP3MZT0&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WJRGW3n3f2Pn-7EVRJjcJZHN2XxsH6ZqUYwOVVEdR_p4u1OEK6iULh1l1p9NWu1Ba5D8lLLlkqyQmd855WsILozXjQ-vNIOqYm3NDs5-ImXA3IyzOPJRmO5u1XVxm8MUnjroBGe4OeDfp8NZTI7kJR2Cfp0Xrxk34EI8iJVbe2oOmEE3THFApVP1A=w800-h500-k-no,4 stars,casaencantadainfo@gmail.com,,,https://www.instagram.com/casaencantada.antigua,Hotel Casa Encantada - Hotel Boutique Antigua Guatemala,"Experience a vacation like no other at Hotel Casa Encantada, the boutique hotel destination conveniently located in Antigua, Guatemala."
"Boutique Hotels, Guatemala",Casa Faustina Boutique Hotel,ChIJZVJl8nEOiYUR_aETB_ZiI7M,"Calle Principal Colonia El Virrey 32, Antigua Guatemala 03001",Guatemala,Antigua Guatemala,https://hotelcasafaustina.com/,Hotel,"Elegant lodging offering polished suites, some with beamed ceilings, plus a lounge.",hotels,Hotel,4.7,96,"https://search.google.com/local/reviews?placeid=ChIJZVJl8nEOiYUR_aETB_ZiI7M&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipOr515ziJiVL9gYP007TIOdcxVM3SgivdGj1VY=w800-h500-k-no,3 stars,,,,https://www.instagram.com/casafaustina,Casa Faustina,Hotel Boutique
"Boutique Hotels, Guatemala",Casa I'X,ChIJ5ZDA13q9joURhAb5d1fsaQs,"7a Avenida 3-31, Quezaltenango 09001",Guatemala,Quetzaltenango,https://casa-ix.negocio.site/,Hotel,,hotels,Hotel,4.7,45,"https://search.google.com/local/reviews?placeid=ChIJ5ZDA13q9joURhAb5d1fsaQs&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipPmQ8Rzaidrz4JCwz2inKPFSXmpscyNALQsKbII=w800-h500-k-no,,,,,,casa I'X - Hotel en zona 1,
"Boutique Hotels, Guatemala",Casa Morasan (Hotel Boutique),ChIJE8JPQ1a9joUR7yBfNN7CbIM,"12 Avenida 8-21, Quezaltenango 09001",Guatemala,Quetzaltenango,http://www.casamorasan.com/,Hotel,"Unassuming rooms, some with kitchenettes, in a quaint hotel offering a courtyard.",hotels,Hotel,4.6,197,"https://search.google.com/local/reviews?placeid=ChIJE8JPQ1a9joUR7yBfNN7CbIM&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipPrd5xoyMHUw61ckLbyjLb3K2MHEsyiKMOn1Hpy=w800-h500-k-no,4 stars,info@casamorasan.com,,,,Inicio,
"Boutique Hotels, Guatemala",Casa Morasan (Hotel Boutique),ChIJE8JPQ1a9joUR7yBfNN7CbIM,"12 Avenida 8-21, Quezaltenango 09001",Guatemala,Quetzaltenango,http://www.casamorasan.com/,Hotel,"Unassuming rooms, some with kitchenettes, in a quaint hotel offering a courtyard.",hotels,Hotel,4.6,197,"https://search.google.com/local/reviews?placeid=ChIJE8JPQ1a9joUR7yBfNN7CbIM&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipPrd5xoyMHUw61ckLbyjLb3K2MHEsyiKMOn1Hpy=w800-h500-k-no,4 stars,info@casamorasan.com,,,,Inicio,
"Boutique Hotels, Guatemala",Casa Noble Hotel,ChIJL4Asw28OiYURLaVwr5P6NXM,"2 Avenida Sur 29, Antigua Guatemala",Guatemala,Antigua Guatemala,http://www.casanoble.com.gt/,Hotel,,hotels,Hotel,4.3,82,"https://search.google.com/local/reviews?placeid=ChIJL4Asw28OiYURLaVwr5P6NXM&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipNoK5zhYVBXZem0PjETTPYGxD_1zj-XuBwYve21=w800-h500-k-no,3 stars,reservacioneshcn@cpn.com.gt,,,https://www.instagram.com/hostelcasaazul,"Hotel Casa Noble | Nuestra Prioridad, Su Comodidad","Casa Noble Hotel, convenientemente ubicado a cinco minutos del Parque Central en La Antigua Guatemala, ofrece 11 habitaciones frente a un hermoso jardín. Cuenta con una terraza con vista hacia los volcanes. Todo lo que necesita para hacer de su visita a Antigua Guatemala, una experiencia única."
"Boutique Hotels, Guatemala",Casa Quetzalli,ChIJx8kRn8ENiYURf_GI_DY6HX0,"2Av Del Chajón, Antigua Guatemala",Guatemala,Antigua Guatemala,https://www.booking.com/hotel/gt/casa-quetzalli-antigua-guatemala.es.html?aid=304142,Hotel,,hotels,Hotel,4.0,13,"https://search.google.com/local/reviews?placeid=ChIJx8kRn8ENiYURf_GI_DY6HX0&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipPMwvOX0DZNw_JiLDWWg4a8kHT2rA39cghnt1fW=w800-h500-k-no,,sahil.dua@booking.com,bas.schopman@booking.com,derek.hyland@booking.com,http://instagram.com/jdyounghotel&h=AT3cLcxiaH345GEvlB6DsyxqJmoDN2o79pU5DfTgTDgIp1uE3SKGNelyjEp4cw6o8BEnWDuBlCBtBGuvvdRNsbZ0xJRSNthkMAXY1b0X2htEV8Z1wa31G8lHiyQvI2YfCUiIzZioJ23IkQ,"Villa près des remparts, Régusse – Updated 2024 Prices","Offering a garden, Villa près des remparts offers accommodations in Régusse. This property offers access to a terrace, free private parking, and free Wifi."
"Boutique Hotels, Guatemala",Casa Quetzalli,ChIJV0sTnyUPiYURhjnPMGz-bSk,"1 Avenida Norte número 9 Antigua, Cdad. de Guatemala 03001",Guatemala,Guatemala City,https://api.whatsapp.com/send/?phone=50242150655,Hotel,,hotels,Hotel,4.5,2,"https://search.google.com/local/reviews?placeid=ChIJV0sTnyUPiYURhjnPMGz-bSk&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh5.googleusercontent.com/p/AF1QipNQlNGZ9oNSRp8spWuiahxB2O7ZTK14eSdddU2C=w800-h500-k-no,,nutreybienestar@gmail.com,farmasantaana@gmail.com,atendimento@simaopecas.com.br,https://www.instagram.com/whatsapp,Share on WhatsApp,Business Account
"Boutique Hotels, Guatemala",Casa Santa Rosa Hotel Boutique,ChIJkRjtMHQOiYURw-gIWBzTI-U,"1a Avenida Nte 18, Antigua Guatemala",Guatemala,Antigua Guatemala,,Hotel,Elegant suites in an upmarket lodging featuring complimentary breakfast & gardens.,hotels,Hotel,4.7,150,"https://search.google.com/local/reviews?placeid=ChIJkRjtMHQOiYURw-gIWBzTI-U&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WJXpQzBAK_NwRL9QkDY0p8n2Nw_tlwiJB58fKqv-nIT_1LbFIGBnMg1DRxuNaAysrAUgzgJsfFm5fnIAKmToMJRzy2uIXNTu21J5An16kKmVW0AEn440UV7PpHOm-jEgK8kZ7wi76y4W_Vt1PVN4U9WNlZ8Ofbl8YFputKp9CoxOPrvBP9EzN5LQw=w800-h500-k-no,3 stars,,,,,,
"Boutique Hotels, Guatemala",Ciudad Vieja Bed & Breakfast Hotel,ChIJ-dfmo9ERiYURE9tkqjJXm-Y,"G6GQ+4P2, 3 Calle, Cd Vieja 03001",Guatemala,Ciudad Vieja,,Hotel,,hotels,Hotel,3.0,4,"https://search.google.com/local/reviews?placeid=ChIJ-dfmo9ERiYURE9tkqjJXm-Y&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WL6kkRPAEufgHX8AhfAtffdPr9oFyqezVJKzBmOYM32f3xQ8Ssh9zZUmdlgUwn08FNqwzuiTFJ89eLcVKA9bLkuSVbnecrwJjugESeGxuoBvIeHbYkfZjXF3W6GZc3m9_APZ12ctQC_HcWBdeQf15KBSiCVyPTwjnp-fwHHk3JvqZhuSM0OAbk=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Ciudad Vieja Bed & Breakfast Hotel,ChIJ-dfmo9ERiYURE9tkqjJXm-Y,"G6GQ+4P2, 3 Calle, Cd Vieja 03001",Guatemala,Ciudad Vieja,,Hotel,,hotels,Hotel,3.0,4,"https://search.google.com/local/reviews?placeid=ChIJ-dfmo9ERiYURE9tkqjJXm-Y&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WL6kkRPAEufgHX8AhfAtffdPr9oFyqezVJKzBmOYM32f3xQ8Ssh9zZUmdlgUwn08FNqwzuiTFJ89eLcVKA9bLkuSVbnecrwJjugESeGxuoBvIeHbYkfZjXF3W6GZc3m9_APZ12ctQC_HcWBdeQf15KBSiCVyPTwjnp-fwHHk3JvqZhuSM0OAbk=w800-h500-k-no,,,,,,,
"Boutique Hotels, Guatemala",Dai Nonni Hotel,ChIJF-_dI9yjiYURoZygahAwZwI,"HFRH+CR5, Cdad. de Guatemala",Guatemala,Guatemala City,http://www.dainonnihotel.com/,Hotel,"Casual hotel offering straightforward rooms, a rustic dining room & breakfast, plus a patio.",hotels,Hotel,4.6,127,"https://search.google.com/local/reviews?placeid=ChIJF-_dI9yjiYURoZygahAwZwI&q=Boutique+Hotels,+Guatemala&authuser=0&hl=en&gl=GT",https://lh3.googleusercontent.com/gps-proxy/AMy85WJYD12lOmyWeIbIaB5EKscQwMBSq-YDxLInvqkznC-Bht9IF83J2AWxQLZeu1V3NwR76U3Omx9AQc0LpJfFxfy_fmT5z74jDKohdZFXsojwlHVRUP4x6rg69oPYZRnpiW4S4kolUBmoxo76YWWZ93-m-h-Huuv6SnzNIgMdMdErQrGUf9IuSbRi=w800-h500-k-no,3 stars,,,,,,
